File Name,Top Left,Top Right,Bottom Right,Bottom Left,Has Text
picture2-2-10.png,"(195, 690)","(264, 688)","(264, 757)","(195, 758)",1
picture2-2-11.png,"(195, 758)","(264, 757)","(263, 827)","(192, 828)",1
picture2-2-12.png,"(192, 828)","(263, 827)","(262, 897)","(192, 898)",1
picture2-2-13.png,"(192, 898)","(262, 897)","(261, 968)","(191, 969)",1
picture2-2-14.png,"(191, 969)","(261, 968)","(261, 1040)","(190, 1042)",0
picture2-2-15.png,"(190, 1042)","(261, 1040)","(259, 1114)","(189, 1115)",0
picture2-2-16.png,"(189, 1115)","(259, 1114)","(260, 1187)","(188, 1187)",0
picture2-2-17.png,"(188, 1187)","(260, 1187)","(259, 1260)","(189, 1261)",0
picture2-2-18.png,"(189, 1261)","(259, 1260)","(261, 1331)","(190, 1332)",0
picture2-3-0.png,"(263, 27)","(326, 28)","(329, 92)","(262, 91)",0
picture2-3-1.png,"(262, 91)","(329, 92)","(329, 157)","(262, 156)",0
picture2-3-2.png,"(262, 156)","(329, 157)","(329, 222)","(262, 222)",0
picture2-3-3.png,"(262, 222)","(329, 222)","(329, 288)","(263, 287)",1
picture2-3-4.png,"(263, 287)","(329, 288)","(331, 354)","(263, 354)",1
picture2-3-5.png,"(263, 354)","(331, 354)","(331, 420)","(263, 420)",1
picture2-3-6.png,"(263, 420)","(331, 420)","(332, 487)","(263, 487)",1
picture2-3-7.png,"(263, 487)","(332, 487)","(331, 552)","(264, 553)",0
picture2-3-8.png,"(264, 553)","(331, 552)","(332, 621)","(264, 622)",1
picture2-3-9.png,"(264, 622)","(332, 621)","(332, 688)","(264, 688)",0
picture2-3-10.png,"(264, 688)","(332, 688)","(332, 756)","(264, 757)",1
picture2-3-11.png,"(264, 757)","(332, 756)","(332, 825)","(263, 827)",1
picture2-3-12.png,"(263, 827)","(332, 825)","(332, 895)","(262, 897)",1
picture2-3-13.png,"(262, 897)","(332, 895)","(332, 966)","(261, 968)",1
picture2-3-14.png,"(261, 968)","(332, 966)","(331, 1039)","(261, 1040)",0
picture2-3-15.png,"(261, 1040)","(331, 1039)","(331, 1112)","(259, 1114)",0
picture2-3-16.png,"(259, 1114)","(331, 1112)","(330, 1185)","(260, 1187)",0
picture2-3-17.png,"(260, 1187)","(330, 1185)","(331, 1258)","(259, 1260)",0
picture2-3-18.png,"(259, 1260)","(331, 1258)","(333, 1331)","(261, 1331)",0
picture2-4-0.png,"(326, 28)","(396, 29)","(395, 93)","(329, 92)",0
picture2-4-1.png,"(329, 92)","(395, 93)","(396, 158)","(329, 157)",1
picture2-4-2.png,"(329, 157)","(396, 158)","(396, 223)","(329, 222)",0
picture2-4-3.png,"(329, 222)","(396, 223)","(397, 289)","(329, 288)",1
picture2-4-4.png,"(329, 288)","(397, 289)","(398, 355)","(331, 354)",1
picture2-4-5.png,"(331, 354)","(398, 355)","(398, 421)","(331, 420)",1
picture2-4-6.png,"(331, 420)","(398, 421)","(398, 486)","(332, 487)",1
picture2-4-7.png,"(332, 487)","(398, 486)","(399, 550)","(331, 552)",0
picture2-4-8.png,"(331, 552)","(399, 550)","(400, 620)","(332, 621)",1
picture2-4-9.png,"(332, 621)","(400, 620)","(400, 687)","(332, 688)",0
picture2-4-10.png,"(332, 688)","(400, 687)","(400, 756)","(332, 756)",1
picture2-4-11.png,"(332, 756)","(400, 756)","(401, 825)","(332, 825)",1
picture2-4-12.png,"(332, 825)","(401, 825)","(401, 894)","(332, 895)",1
picture2-4-13.png,"(332, 895)","(401, 894)","(402, 965)","(332, 966)",1
picture2-4-14.png,"(332, 966)","(402, 965)","(400, 1037)","(331, 1039)",0
picture2-4-15.png,"(331, 1039)","(400, 1037)","(402, 1111)","(331, 1112)",0
picture2-4-16.png,"(331, 1112)","(402, 1111)","(403, 1184)","(330, 1185)",0
picture2-4-17.png,"(330, 1185)","(403, 1184)","(403, 1258)","(331, 1258)",0
picture2-4-18.png,"(331, 1258)","(403, 1258)","(404, 1330)","(333, 1331)",0
picture2-5-0.png,"(396, 29)","(458, 29)","(462, 93)","(395, 93)",0
picture2-5-1.png,"(395, 93)","(462, 93)","(462, 158)","(396, 158)",1
picture2-5-2.png,"(396, 158)","(462, 158)","(463, 223)","(396, 223)",1
picture2-5-3.png,"(396, 223)","(463, 223)","(464, 288)","(397, 289)",1
picture2-5-4.png,"(397, 289)","(464, 288)","(465, 354)","(398, 355)",1
picture2-5-5.png,"(398, 355)","(465, 354)","(466, 420)","(398, 421)",1
picture2-5-6.png,"(398, 421)","(466, 420)","(466, 485)","(398, 486)",1
picture2-5-7.png,"(398, 486)","(466, 485)","(467, 552)","(399, 550)",0
picture2-5-8.png,"(399, 550)","(467, 552)","(469, 619)","(400, 620)",1
picture2-5-9.png,"(400, 620)","(469, 619)","(468, 687)","(400, 687)",1
picture2-5-10.png,"(400, 687)","(468, 687)","(469, 755)","(400, 756)",1
picture2-5-11.png,"(400, 756)","(469, 755)","(470, 823)","(401, 825)",1
picture2-5-12.png,"(401, 825)","(470, 823)","(470, 893)","(401, 894)",1
picture2-5-13.png,"(401, 894)","(470, 893)","(471, 963)","(402, 965)",1
picture2-5-14.png,"(402, 965)","(471, 963)","(472, 1036)","(400, 1037)",0
picture2-5-15.png,"(400, 1037)","(472, 1036)","(473, 1109)","(402, 1111)",0
picture2-5-16.png,"(402, 1111)","(473, 1109)","(473, 1184)","(403, 1184)",0
picture2-5-17.png,"(403, 1184)","(473, 1184)","(474, 1258)","(403, 1258)",0
picture2-5-18.png,"(403, 1258)","(474, 1258)","(476, 1330)","(404, 1330)",0
picture2-6-0.png,"(458, 29)","(524, 30)","(528, 93)","(462, 93)",0
picture2-6-1.png,"(462, 93)","(528, 93)","(528, 157)","(462, 158)",1
picture2-6-2.png,"(462, 158)","(528, 157)","(530, 222)","(463, 223)",1
picture2-6-3.png,"(463, 223)","(530, 222)","(530, 287)","(464, 288)",1
picture2-6-4.png,"(464, 288)","(530, 287)","(531, 353)","(465, 354)",1
picture2-6-5.png,"(465, 354)","(531, 353)","(532, 419)","(466, 420)",1
picture2-6-6.png,"(466, 420)","(532, 419)","(533, 484)","(466, 485)",1
picture2-6-7.png,"(466, 485)","(533, 484)","(534, 551)","(467, 552)",0
picture2-6-8.png,"(467, 552)","(534, 551)","(535, 618)","(469, 619)",1
picture2-6-9.png,"(469, 619)","(535, 618)","(536, 686)","(468, 687)",1
picture2-6-10.png,"(468, 687)","(536, 686)","(539, 754)","(469, 755)",1
picture2-6-11.png,"(469, 755)","(539, 754)","(538, 823)","(470, 823)",1
picture2-6-12.png,"(470, 823)","(538, 823)","(539, 892)","(470, 893)",1
picture2-6-13.png,"(470, 893)","(539, 892)","(541, 963)","(471, 963)",1
picture2-6-14.png,"(471, 963)","(541, 963)","(542, 1035)","(472, 1036)",0
picture2-6-15.png,"(472, 1036)","(542, 1035)","(543, 1109)","(473, 1109)",0
picture2-6-16.png,"(473, 1109)","(543, 1109)","(545, 1182)","(473, 1184)",0
picture2-6-17.png,"(473, 1184)","(545, 1182)","(546, 1257)","(474, 1258)",0
picture2-6-18.png,"(474, 1258)","(546, 1257)","(548, 1329)","(476, 1330)",0
picture2-7-0.png,"(524, 30)","(593, 28)","(593, 90)","(528, 93)",0
picture2-7-1.png,"(528, 93)","(593, 90)","(595, 156)","(528, 157)",1
picture2-7-2.png,"(528, 157)","(595, 156)","(596, 220)","(530, 222)",0
picture2-7-3.png,"(530, 222)","(596, 220)","(596, 286)","(530, 287)",1
picture2-7-4.png,"(530, 287)","(596, 286)","(598, 352)","(531, 353)",1
picture2-7-5.png,"(531, 353)","(598, 352)","(599, 417)","(532, 419)",1
picture2-7-6.png,"(532, 419)","(599, 417)","(601, 483)","(533, 484)",1
picture2-7-7.png,"(533, 484)","(601, 483)","(602, 550)","(534, 551)",0
picture2-7-8.png,"(534, 551)","(602, 550)","(603, 617)","(535, 618)",1
picture2-7-9.png,"(535, 618)","(603, 617)","(604, 684)","(536, 686)",0
picture2-7-10.png,"(536, 686)","(604, 684)","(604, 753)","(539, 754)",1
picture2-7-11.png,"(539, 754)","(604, 753)","(607, 822)","(538, 823)",1
picture2-7-12.png,"(538, 823)","(607, 822)","(608, 891)","(539, 892)",1
picture2-7-13.png,"(539, 892)","(608, 891)","(610, 962)","(541, 963)",1
picture2-7-14.png,"(541, 963)","(610, 962)","(612, 1034)","(542, 1035)",0
picture2-7-15.png,"(542, 1035)","(612, 1034)","(614, 1108)","(543, 1109)",0
picture2-7-16.png,"(543, 1109)","(614, 1108)","(615, 1182)","(545, 1182)",0
picture2-7-17.png,"(545, 1182)","(615, 1182)","(617, 1256)","(546, 1257)",0
picture2-7-18.png,"(546, 1257)","(617, 1256)","(619, 1328)","(548, 1329)",0
picture2-8-0.png,"(593, 28)","(659, 26)","(659, 89)","(593, 90)",0
picture2-8-1.png,"(593, 90)","(659, 89)","(660, 153)","(595, 156)",0
picture2-8-2.png,"(595, 156)","(660, 153)","(662, 218)","(596, 220)",0
picture2-8-3.png,"(596, 220)","(662, 218)","(663, 284)","(596, 286)",1
picture2-8-4.png,"(596, 286)","(663, 284)","(665, 350)","(598, 352)",1
picture2-8-5.png,"(598, 352)","(665, 350)","(666, 416)","(599, 417)",1
picture2-8-6.png,"(599, 417)","(666, 416)","(667, 482)","(601, 483)",1
picture2-8-7.png,"(601, 483)","(667, 482)","(670, 548)","(602, 550)",0
picture2-8-8.png,"(602, 550)","(670, 548)","(671, 615)","(603, 617)",1
picture2-8-9.png,"(603, 617)","(671, 615)","(673, 684)","(604, 684)",0
picture2-8-10.png,"(604, 684)","(673, 684)","(675, 752)","(604, 753)",1
picture2-8-11.png,"(604, 753)","(675, 752)","(675, 821)","(607, 822)",1
picture2-8-12.png,"(607, 822)","(675, 821)","(678, 891)","(608, 891)",1
picture2-8-13.png,"(608, 891)","(678, 891)","(680, 962)","(610, 962)",1
picture2-8-14.png,"(610, 962)","(680, 962)","(683, 1034)","(612, 1034)",0
picture2-8-15.png,"(612, 1034)","(683, 1034)","(685, 1108)","(614, 1108)",0
picture2-8-16.png,"(614, 1108)","(685, 1108)","(687, 1181)","(615, 1182)",0
picture2-8-17.png,"(615, 1182)","(687, 1181)","(689, 1256)","(617, 1256)",0
picture2-8-18.png,"(617, 1256)","(689, 1256)","(691, 1327)","(619, 1328)",0
picture2-9-0.png,"(659, 26)","(724, 23)","(726, 86)","(659, 89)",0
picture2-9-1.png,"(659, 89)","(726, 86)","(728, 150)","(660, 153)",0
picture2-9-2.png,"(660, 153)","(728, 150)","(730, 215)","(662, 218)",0
picture2-9-3.png,"(662, 218)","(730, 215)","(732, 281)","(663, 284)",0
picture2-9-4.png,"(663, 284)","(732, 281)","(733, 347)","(665, 350)",0
picture2-9-5.png,"(665, 350)","(733, 347)","(734, 414)","(666, 416)",0
picture2-9-6.png,"(666, 416)","(734, 414)","(736, 480)","(667, 482)",0
picture2-9-7.png,"(667, 482)","(736, 480)","(737, 546)","(670, 548)",0
picture2-9-8.png,"(670, 548)","(737, 546)","(739, 614)","(671, 615)",0
picture2-9-9.png,"(671, 615)","(739, 614)","(740, 682)","(673, 684)",0
picture2-9-10.png,"(673, 684)","(740, 682)","(744, 751)","(675, 752)",0
picture2-9-11.png,"(675, 752)","(744, 751)","(746, 820)","(675, 821)",0
picture2-9-12.png,"(675, 821)","(746, 820)","(749, 890)","(678, 891)",0
picture2-9-13.png,"(678, 891)","(749, 890)","(750, 961)","(680, 962)",0
picture2-9-14.png,"(680, 962)","(750, 961)","(753, 1033)","(683, 1034)",0
picture2-9-15.png,"(683, 1034)","(753, 1033)","(757, 1107)","(685, 1108)",0
picture2-9-16.png,"(685, 1108)","(757, 1107)","(758, 1181)","(687, 1181)",0
picture2-9-17.png,"(687, 1181)","(758, 1181)","(760, 1253)","(689, 1256)",0
picture2-9-18.png,"(689, 1256)","(760, 1253)","(762, 1325)","(691, 1327)",0
picture2-10-0.png,"(724, 23)","(791, 21)","(793, 84)","(726, 86)",0
picture2-10-1.png,"(726, 86)","(793, 84)","(795, 148)","(728, 150)",0
picture2-10-2.png,"(728, 150)","(795, 148)","(797, 213)","(730, 215)",0
picture2-10-3.png,"(730, 215)","(797, 213)","(799, 279)","(732, 281)",0
picture2-10-4.png,"(732, 281)","(799, 279)","(801, 345)","(733, 347)",0
picture2-10-5.png,"(733, 347)","(801, 345)","(804, 411)","(734, 414)",0
picture2-10-6.png,"(734, 414)","(804, 411)","(805, 478)","(736, 480)",0
picture2-10-7.png,"(736, 480)","(805, 478)","(807, 545)","(737, 546)",0
picture2-10-8.png,"(737, 546)","(807, 545)","(810, 613)","(739, 614)",0
picture2-10-9.png,"(739, 614)","(810, 613)","(811, 681)","(740, 682)",0
picture2-10-10.png,"(740, 682)","(811, 681)","(813, 750)","(744, 751)",0
picture2-10-11.png,"(744, 751)","(813, 750)","(815, 819)","(746, 820)",0
picture2-10-12.png,"(746, 820)","(815, 819)","(817, 890)","(749, 890)",0
picture2-10-13.png,"(749, 890)","(817, 890)","(820, 961)","(750, 961)",0
picture2-10-14.png,"(750, 961)","(820, 961)","(824, 1033)","(753, 1033)",0
picture2-10-15.png,"(753, 1033)","(824, 1033)","(828, 1107)","(757, 1107)",0
picture2-10-16.png,"(757, 1107)","(828, 1107)","(830, 1180)","(758, 1181)",0
picture2-10-17.png,"(758, 1181)","(830, 1180)","(831, 1253)","(760, 1253)",0
picture2-10-18.png,"(760, 1253)","(831, 1253)","(833, 1323)","(762, 1325)",0
picture2-11-0.png,"(791, 21)","(858, 19)","(860, 81)","(793, 84)",0
picture2-11-1.png,"(793, 84)","(860, 81)","(863, 145)","(795, 148)",0
picture2-11-2.png,"(795, 148)","(863, 145)","(866, 210)","(797, 213)",0
picture2-11-3.png,"(797, 213)","(866, 210)","(868, 275)","(799, 279)",0
picture2-11-4.png,"(799, 279)","(868, 275)","(871, 341)","(801, 345)",0
picture2-11-5.png,"(801, 345)","(871, 341)","(872, 408)","(804, 411)",0
picture2-11-6.png,"(804, 411)","(872, 408)","(875, 475)","(805, 478)",0
picture2-11-7.png,"(805, 478)","(875, 475)","(877, 543)","(807, 545)",0
picture2-11-8.png,"(807, 545)","(877, 543)","(879, 611)","(810, 613)",0
picture2-11-9.png,"(810, 613)","(879, 611)","(882, 679)","(811, 681)",0
picture2-11-10.png,"(811, 681)","(882, 679)","(883, 749)","(813, 750)",0
picture2-11-11.png,"(813, 750)","(883, 749)","(886, 819)","(815, 819)",0
picture2-11-12.png,"(815, 819)","(886, 819)","(889, 890)","(817, 890)",0
picture2-11-13.png,"(817, 890)","(889, 890)","(892, 961)","(820, 961)",0
picture2-11-14.png,"(820, 961)","(892, 961)","(895, 1033)","(824, 1033)",0
picture2-11-15.png,"(824, 1033)","(895, 1033)","(899, 1106)","(828, 1107)",0
picture2-11-16.png,"(828, 1107)","(899, 1106)","(900, 1178)","(830, 1180)",0
picture2-11-17.png,"(830, 1180)","(900, 1178)","(902, 1250)","(831, 1253)",0
picture2-11-18.png,"(831, 1253)","(902, 1250)","(904, 1320)","(833, 1323)",0
picture2-12-0.png,"(858, 19)","(924, 18)","(927, 80)","(860, 81)",0
picture2-12-1.png,"(860, 81)","(927, 80)","(931, 144)","(863, 145)",0
picture2-12-2.png,"(863, 145)","(931, 144)","(934, 206)","(866, 210)",0
picture2-12-3.png,"(866, 210)","(934, 206)","(937, 274)","(868, 275)",0
picture2-12-4.png,"(868, 275)","(937, 274)","(941, 338)","(871, 341)",0
picture2-12-5.png,"(871, 341)","(941, 338)","(942, 403)","(872, 408)",0
picture2-12-6.png,"(872, 408)","(942, 403)","(945, 474)","(875, 475)",0
picture2-12-7.png,"(875, 475)","(945, 474)","(947, 543)","(877, 543)",0
picture2-12-8.png,"(877, 543)","(947, 543)","(949, 607)","(879, 611)",0
picture2-12-9.png,"(879, 611)","(949, 607)","(952, 680)","(882, 679)",0
picture2-12-10.png,"(882, 679)","(952, 680)","(955, 750)","(883, 749)",0
picture2-12-11.png,"(883, 749)","(955, 750)","(957, 816)","(886, 819)",0
picture2-12-12.png,"(886, 819)","(957, 816)","(960, 887)","(889, 890)",0
picture2-12-13.png,"(889, 890)","(960, 887)","(965, 960)","(892, 961)",0
picture2-12-14.png,"(892, 961)","(965, 960)","(966, 1034)","(895, 1033)",0
picture2-12-15.png,"(895, 1033)","(966, 1034)","(968, 1106)","(899, 1106)",0
picture2-12-16.png,"(899, 1106)","(968, 1106)","(971, 1175)","(900, 1178)",0
picture2-12-17.png,"(900, 1178)","(971, 1175)","(971, 1248)","(902, 1250)",0
picture2-12-18.png,"(902, 1250)","(971, 1248)","(971, 1315)","(904, 1320)",0
