File Name,Top Left,Top Right,Bottom Right,Bottom Left,Has Text
picture1-2-0.png,"(192, 62)","(255, 64)","(255, 121)","(191, 120)",0
picture1-2-1.png,"(191, 120)","(255, 121)","(252, 182)","(189, 180)",0
picture1-2-2.png,"(189, 180)","(252, 182)","(253, 243)","(189, 242)",0
picture1-2-3.png,"(189, 242)","(253, 243)","(252, 305)","(187, 304)",1
picture1-2-4.png,"(187, 304)","(252, 305)","(251, 366)","(186, 366)",1
picture1-2-5.png,"(186, 366)","(251, 366)","(249, 429)","(185, 429)",1
picture1-2-6.png,"(185, 429)","(249, 429)","(248, 492)","(183, 492)",1
picture1-2-7.png,"(183, 492)","(248, 492)","(248, 556)","(181, 556)",0
picture1-2-8.png,"(181, 556)","(248, 556)","(247, 621)","(180, 620)",0
picture1-2-9.png,"(180, 620)","(247, 621)","(245, 685)","(178, 685)",0
picture1-2-10.png,"(178, 685)","(245, 685)","(246, 752)","(177, 752)",1
picture1-2-11.png,"(177, 752)","(246, 752)","(243, 818)","(176, 819)",1
picture1-2-12.png,"(176, 819)","(243, 818)","(242, 886)","(174, 887)",1
picture1-2-13.png,"(174, 887)","(242, 886)","(241, 956)","(172, 956)",1
picture1-2-14.png,"(172, 956)","(241, 956)","(240, 1025)","(171, 1025)",0
picture1-2-15.png,"(171, 1025)","(240, 1025)","(240, 1095)","(170, 1096)",0
picture1-2-16.png,"(170, 1096)","(240, 1095)","(237, 1166)","(167, 1167)",0
picture1-2-17.png,"(167, 1167)","(237, 1166)","(235, 1240)","(165, 1241)",0
picture1-2-18.png,"(165, 1241)","(235, 1240)","(234, 1312)","(165, 1312)",0
picture1-3-0.png,"(255, 64)","(318, 64)","(318, 122)","(255, 121)",0
picture1-3-1.png,"(255, 121)","(318, 122)","(316, 182)","(252, 182)",0
picture1-3-2.png,"(252, 182)","(316, 182)","(316, 244)","(253, 243)",0
picture1-3-3.png,"(253, 243)","(316, 244)","(315, 305)","(252, 305)",1
picture1-3-4.png,"(252, 305)","(315, 305)","(315, 366)","(251, 366)",1
picture1-3-5.png,"(251, 366)","(315, 366)","(315, 429)","(249, 429)",1
picture1-3-6.png,"(249, 429)","(315, 429)","(314, 492)","(248, 492)",1
picture1-3-7.png,"(248, 492)","(314, 492)","(313, 556)","(248, 556)",0
picture1-3-8.png,"(248, 556)","(313, 556)","(313, 621)","(247, 621)",1
picture1-3-9.png,"(247, 621)","(313, 621)","(313, 686)","(245, 685)",0
picture1-3-10.png,"(245, 685)","(313, 686)","(314, 752)","(246, 752)",1
picture1-3-11.png,"(246, 752)","(314, 752)","(311, 818)","(243, 818)",1
picture1-3-12.png,"(243, 818)","(311, 818)","(310, 886)","(242, 886)",1
picture1-3-13.png,"(242, 886)","(310, 886)","(309, 954)","(241, 956)",1
picture1-3-14.png,"(241, 956)","(309, 954)","(308, 1024)","(240, 1025)",0
picture1-3-15.png,"(240, 1025)","(308, 1024)","(307, 1094)","(240, 1095)",0
picture1-3-16.png,"(240, 1095)","(307, 1094)","(306, 1165)","(237, 1166)",0
picture1-3-17.png,"(237, 1166)","(306, 1165)","(307, 1237)","(235, 1240)",0
picture1-3-18.png,"(235, 1240)","(307, 1237)","(304, 1311)","(234, 1312)",0
picture1-4-0.png,"(318, 64)","(381, 65)","(380, 123)","(318, 122)",0
picture1-4-1.png,"(318, 122)","(380, 123)","(380, 184)","(316, 182)",1
picture1-4-2.png,"(316, 182)","(380, 184)","(380, 244)","(316, 244)",0
picture1-4-3.png,"(316, 244)","(380, 244)","(380, 305)","(315, 305)",1
picture1-4-4.png,"(315, 305)","(380, 305)","(380, 367)","(315, 366)",1
picture1-4-5.png,"(315, 366)","(380, 367)","(380, 429)","(315, 429)",1
picture1-4-6.png,"(315, 429)","(380, 429)","(379, 493)","(314, 492)",1
picture1-4-7.png,"(314, 492)","(379, 493)","(380, 557)","(313, 556)",0
picture1-4-8.png,"(313, 556)","(380, 557)","(379, 621)","(313, 621)",1
picture1-4-9.png,"(313, 621)","(379, 621)","(379, 686)","(313, 686)",0
picture1-4-10.png,"(313, 686)","(379, 686)","(378, 752)","(314, 752)",1
picture1-4-11.png,"(314, 752)","(378, 752)","(379, 818)","(311, 818)",1
picture1-4-12.png,"(311, 818)","(379, 818)","(377, 885)","(310, 886)",1
picture1-4-13.png,"(310, 886)","(377, 885)","(378, 954)","(309, 954)",1
picture1-4-14.png,"(309, 954)","(378, 954)","(377, 1024)","(308, 1024)",0
picture1-4-15.png,"(308, 1024)","(377, 1024)","(375, 1093)","(307, 1094)",0
picture1-4-16.png,"(307, 1094)","(375, 1093)","(376, 1164)","(306, 1165)",0
picture1-4-17.png,"(306, 1165)","(376, 1164)","(375, 1237)","(307, 1237)",0
picture1-4-18.png,"(307, 1237)","(375, 1237)","(375, 1310)","(304, 1311)",0
picture1-5-0.png,"(381, 65)","(443, 64)","(443, 124)","(380, 123)",0
picture1-5-1.png,"(380, 123)","(443, 124)","(443, 184)","(380, 184)",1
picture1-5-2.png,"(380, 184)","(443, 184)","(443, 245)","(380, 244)",1
picture1-5-3.png,"(380, 244)","(443, 245)","(444, 306)","(380, 305)",1
picture1-5-4.png,"(380, 305)","(444, 306)","(444, 368)","(380, 367)",1
picture1-5-5.png,"(380, 367)","(444, 368)","(444, 430)","(380, 429)",1
picture1-5-6.png,"(380, 429)","(444, 430)","(444, 493)","(379, 493)",1
picture1-5-7.png,"(379, 493)","(444, 493)","(444, 555)","(380, 557)",0
picture1-5-8.png,"(380, 557)","(444, 555)","(444, 622)","(379, 621)",1
picture1-5-9.png,"(379, 621)","(444, 622)","(444, 686)","(379, 686)",1
picture1-5-10.png,"(379, 686)","(444, 686)","(444, 751)","(378, 752)",1
picture1-5-11.png,"(378, 752)","(444, 751)","(445, 818)","(379, 818)",1
picture1-5-12.png,"(379, 818)","(445, 818)","(445, 885)","(377, 885)",1
picture1-5-13.png,"(377, 885)","(445, 885)","(443, 954)","(378, 954)",1
picture1-5-14.png,"(378, 954)","(443, 954)","(444, 1023)","(377, 1024)",0
picture1-5-15.png,"(377, 1024)","(444, 1023)","(444, 1093)","(375, 1093)",0
picture1-5-16.png,"(375, 1093)","(444, 1093)","(444, 1164)","(376, 1164)",0
picture1-5-17.png,"(376, 1164)","(444, 1164)","(444, 1237)","(375, 1237)",0
picture1-5-18.png,"(375, 1237)","(444, 1237)","(444, 1310)","(375, 1310)",0
picture1-6-0.png,"(443, 64)","(506, 65)","(506, 124)","(443, 124)",0
picture1-6-1.png,"(443, 124)","(506, 124)","(507, 184)","(443, 184)",1
picture1-6-2.png,"(443, 184)","(507, 184)","(507, 245)","(443, 245)",1
picture1-6-3.png,"(443, 245)","(507, 245)","(507, 307)","(444, 306)",1
picture1-6-4.png,"(444, 306)","(507, 307)","(508, 368)","(444, 368)",1
picture1-6-5.png,"(444, 368)","(508, 368)","(507, 431)","(444, 430)",1
picture1-6-6.png,"(444, 430)","(507, 431)","(509, 494)","(444, 493)",1
picture1-6-7.png,"(444, 493)","(509, 494)","(508, 558)","(444, 555)",0
picture1-6-8.png,"(444, 555)","(508, 558)","(509, 621)","(444, 622)",1
picture1-6-9.png,"(444, 622)","(509, 621)","(509, 686)","(444, 686)",1
picture1-6-10.png,"(444, 686)","(509, 686)","(510, 751)","(444, 751)",1
picture1-6-11.png,"(444, 751)","(510, 751)","(510, 818)","(445, 818)",1
picture1-6-12.png,"(445, 818)","(510, 818)","(511, 885)","(445, 885)",1
picture1-6-13.png,"(445, 885)","(511, 885)","(511, 953)","(443, 954)",1
picture1-6-14.png,"(443, 954)","(511, 953)","(512, 1023)","(444, 1023)",0
picture1-6-15.png,"(444, 1023)","(512, 1023)","(513, 1093)","(444, 1093)",0
picture1-6-16.png,"(444, 1093)","(513, 1093)","(513, 1164)","(444, 1164)",0
picture1-6-17.png,"(444, 1164)","(513, 1164)","(514, 1237)","(444, 1237)",0
picture1-6-18.png,"(444, 1237)","(514, 1237)","(514, 1311)","(444, 1310)",0
picture1-7-0.png,"(506, 65)","(568, 65)","(569, 123)","(506, 124)",0
picture1-7-1.png,"(506, 124)","(569, 123)","(570, 184)","(507, 184)",1
picture1-7-2.png,"(507, 184)","(570, 184)","(570, 245)","(507, 245)",0
picture1-7-3.png,"(507, 245)","(570, 245)","(571, 306)","(507, 307)",1
picture1-7-4.png,"(507, 307)","(571, 306)","(572, 368)","(508, 368)",1
picture1-7-5.png,"(508, 368)","(572, 368)","(573, 431)","(507, 431)",1
picture1-7-6.png,"(507, 431)","(573, 431)","(573, 493)","(509, 494)",1
picture1-7-7.png,"(509, 494)","(573, 493)","(574, 557)","(508, 558)",0
picture1-7-8.png,"(508, 558)","(574, 557)","(574, 621)","(509, 621)",1
picture1-7-9.png,"(509, 621)","(574, 621)","(574, 686)","(509, 686)",0
picture1-7-10.png,"(509, 686)","(574, 686)","(576, 752)","(510, 751)",1
picture1-7-11.png,"(510, 751)","(576, 752)","(577, 818)","(510, 818)",1
picture1-7-12.png,"(510, 818)","(577, 818)","(578, 885)","(511, 885)",1
picture1-7-13.png,"(511, 885)","(578, 885)","(578, 954)","(511, 953)",1
picture1-7-14.png,"(511, 953)","(578, 954)","(579, 1023)","(512, 1023)",0
picture1-7-15.png,"(512, 1023)","(579, 1023)","(580, 1094)","(513, 1093)",0
picture1-7-16.png,"(513, 1093)","(580, 1094)","(581, 1165)","(513, 1164)",0
picture1-7-17.png,"(513, 1164)","(581, 1165)","(584, 1239)","(514, 1237)",0
picture1-7-18.png,"(514, 1237)","(584, 1239)","(584, 1312)","(514, 1311)",0
picture1-8-0.png,"(568, 65)","(631, 66)","(632, 122)","(569, 123)",0
picture1-8-1.png,"(569, 123)","(632, 122)","(633, 184)","(570, 184)",0
picture1-8-2.png,"(570, 184)","(633, 184)","(634, 244)","(570, 245)",0
picture1-8-3.png,"(570, 245)","(634, 244)","(635, 306)","(571, 306)",1
picture1-8-4.png,"(571, 306)","(635, 306)","(636, 367)","(572, 368)",1
picture1-8-5.png,"(572, 368)","(636, 367)","(637, 429)","(573, 431)",1
picture1-8-6.png,"(573, 431)","(637, 429)","(638, 492)","(573, 493)",1
picture1-8-7.png,"(573, 493)","(638, 492)","(639, 556)","(574, 557)",0
picture1-8-8.png,"(574, 557)","(639, 556)","(640, 620)","(574, 621)",1
picture1-8-9.png,"(574, 621)","(640, 620)","(642, 685)","(574, 686)",0
picture1-8-10.png,"(574, 686)","(642, 685)","(642, 751)","(576, 752)",1
picture1-8-11.png,"(576, 752)","(642, 751)","(643, 817)","(577, 818)",1
picture1-8-12.png,"(577, 818)","(643, 817)","(645, 886)","(578, 885)",1
picture1-8-13.png,"(578, 885)","(645, 886)","(646, 955)","(578, 954)",1
picture1-8-14.png,"(578, 954)","(646, 955)","(649, 1024)","(579, 1023)",0
picture1-8-15.png,"(579, 1023)","(649, 1024)","(651, 1095)","(580, 1094)",0
picture1-8-16.png,"(580, 1094)","(651, 1095)","(651, 1167)","(581, 1165)",0
picture1-8-17.png,"(581, 1165)","(651, 1167)","(654, 1241)","(584, 1239)",0
picture1-8-18.png,"(584, 1239)","(654, 1241)","(655, 1314)","(584, 1312)",0
picture1-9-0.png,"(631, 66)","(694, 63)","(695, 122)","(632, 122)",0
picture1-9-1.png,"(632, 122)","(695, 122)","(696, 182)","(633, 184)",0
picture1-9-2.png,"(633, 184)","(696, 182)","(697, 243)","(634, 244)",0
picture1-9-3.png,"(634, 244)","(697, 243)","(699, 304)","(635, 306)",0
picture1-9-4.png,"(635, 306)","(699, 304)","(701, 365)","(636, 367)",0
picture1-9-5.png,"(636, 367)","(701, 365)","(702, 427)","(637, 429)",0
picture1-9-6.png,"(637, 429)","(702, 427)","(704, 490)","(638, 492)",0
picture1-9-7.png,"(638, 492)","(704, 490)","(705, 554)","(639, 556)",0
picture1-9-8.png,"(639, 556)","(705, 554)","(708, 618)","(640, 620)",0
picture1-9-9.png,"(640, 620)","(708, 618)","(708, 684)","(642, 685)",0
picture1-9-10.png,"(642, 685)","(708, 684)","(711, 751)","(642, 751)",0
picture1-9-11.png,"(642, 751)","(711, 751)","(712, 818)","(643, 817)",0
picture1-9-12.png,"(643, 817)","(712, 818)","(714, 886)","(645, 886)",0
picture1-9-13.png,"(645, 886)","(714, 886)","(715, 955)","(646, 955)",0
picture1-9-14.png,"(646, 955)","(715, 955)","(717, 1025)","(649, 1024)",0
picture1-9-15.png,"(649, 1024)","(717, 1025)","(719, 1096)","(651, 1095)",0
picture1-9-16.png,"(651, 1095)","(719, 1096)","(722, 1169)","(651, 1167)",0
picture1-9-17.png,"(651, 1167)","(722, 1169)","(723, 1243)","(654, 1241)",0
picture1-9-18.png,"(654, 1241)","(723, 1243)","(725, 1315)","(655, 1314)",0
picture1-10-0.png,"(694, 63)","(757, 62)","(758, 120)","(695, 122)",0
picture1-10-1.png,"(695, 122)","(758, 120)","(761, 180)","(696, 182)",0
picture1-10-2.png,"(696, 182)","(761, 180)","(762, 241)","(697, 243)",0
picture1-10-3.png,"(697, 243)","(762, 241)","(764, 301)","(699, 304)",0
picture1-10-4.png,"(699, 304)","(764, 301)","(766, 363)","(701, 365)",0
picture1-10-5.png,"(701, 365)","(766, 363)","(768, 425)","(702, 427)",0
picture1-10-6.png,"(702, 427)","(768, 425)","(771, 488)","(704, 490)",0
picture1-10-7.png,"(704, 490)","(771, 488)","(773, 554)","(705, 554)",0
picture1-10-8.png,"(705, 554)","(773, 554)","(776, 617)","(708, 618)",0
picture1-10-9.png,"(708, 618)","(776, 617)","(777, 683)","(708, 684)",0
picture1-10-10.png,"(708, 684)","(777, 683)","(779, 750)","(711, 751)",0
picture1-10-11.png,"(711, 751)","(779, 750)","(781, 818)","(712, 818)",0
picture1-10-12.png,"(712, 818)","(781, 818)","(784, 886)","(714, 886)",0
picture1-10-13.png,"(714, 886)","(784, 886)","(785, 956)","(715, 955)",0
picture1-10-14.png,"(715, 955)","(785, 956)","(787, 1025)","(717, 1025)",0
picture1-10-15.png,"(717, 1025)","(787, 1025)","(791, 1098)","(719, 1096)",0
picture1-10-16.png,"(719, 1096)","(791, 1098)","(793, 1171)","(722, 1169)",0
picture1-10-17.png,"(722, 1169)","(793, 1171)","(796, 1244)","(723, 1243)",0
picture1-10-18.png,"(723, 1243)","(796, 1244)","(796, 1314)","(725, 1315)",0
picture1-11-0.png,"(757, 62)","(819, 61)","(823, 118)","(758, 120)",0
picture1-11-1.png,"(758, 120)","(823, 118)","(825, 177)","(761, 180)",0
picture1-11-2.png,"(761, 180)","(825, 177)","(828, 237)","(762, 241)",0
picture1-11-3.png,"(762, 241)","(828, 237)","(831, 299)","(764, 301)",0
picture1-11-4.png,"(764, 301)","(831, 299)","(833, 361)","(766, 363)",0
picture1-11-5.png,"(766, 363)","(833, 361)","(835, 423)","(768, 425)",0
picture1-11-6.png,"(768, 425)","(835, 423)","(838, 486)","(771, 488)",0
picture1-11-7.png,"(771, 488)","(838, 486)","(841, 550)","(773, 554)",0
picture1-11-8.png,"(773, 554)","(841, 550)","(844, 614)","(776, 617)",0
picture1-11-9.png,"(776, 617)","(844, 614)","(847, 682)","(777, 683)",0
picture1-11-10.png,"(777, 683)","(847, 682)","(849, 750)","(779, 750)",0
picture1-11-11.png,"(779, 750)","(849, 750)","(851, 818)","(781, 818)",0
picture1-11-12.png,"(781, 818)","(851, 818)","(853, 886)","(784, 886)",0
picture1-11-13.png,"(784, 886)","(853, 886)","(856, 956)","(785, 956)",0
picture1-11-14.png,"(785, 956)","(856, 956)","(858, 1026)","(787, 1025)",0
picture1-11-15.png,"(787, 1025)","(858, 1026)","(862, 1099)","(791, 1098)",0
picture1-11-16.png,"(791, 1098)","(862, 1099)","(865, 1173)","(793, 1171)",0
picture1-11-17.png,"(793, 1171)","(865, 1173)","(867, 1244)","(796, 1244)",0
picture1-11-18.png,"(796, 1244)","(867, 1244)","(866, 1313)","(796, 1314)",0
picture1-12-0.png,"(819, 61)","(873, 60)","(887, 116)","(823, 118)",0
picture1-12-1.png,"(823, 118)","(887, 116)","(890, 175)","(825, 177)",0
picture1-12-2.png,"(825, 177)","(890, 175)","(894, 235)","(828, 237)",0
picture1-12-3.png,"(828, 237)","(894, 235)","(896, 296)","(831, 299)",0
picture1-12-4.png,"(831, 299)","(896, 296)","(899, 358)","(833, 361)",0
picture1-12-5.png,"(833, 361)","(899, 358)","(902, 421)","(835, 423)",0
picture1-12-6.png,"(835, 423)","(902, 421)","(905, 484)","(838, 486)",0
picture1-12-7.png,"(838, 486)","(905, 484)","(909, 549)","(841, 550)",0
picture1-12-8.png,"(841, 550)","(909, 549)","(913, 614)","(844, 614)",0
picture1-12-9.png,"(844, 614)","(913, 614)","(877, 681)","(847, 682)",0
picture1-12-10.png,"(847, 682)","(877, 681)","(919, 749)","(849, 750)",0
picture1-12-11.png,"(849, 750)","(919, 749)","(921, 818)","(851, 818)",0
picture1-12-12.png,"(851, 818)","(921, 818)","(924, 887)","(853, 886)",0
picture1-12-13.png,"(853, 886)","(924, 887)","(926, 957)","(856, 956)",0
picture1-12-14.png,"(856, 956)","(926, 957)","(930, 1028)","(858, 1026)",0
picture1-12-15.png,"(858, 1026)","(930, 1028)","(934, 1100)","(862, 1099)",0
picture1-12-16.png,"(862, 1099)","(934, 1100)","(935, 1173)","(865, 1173)",0
picture1-12-17.png,"(865, 1173)","(935, 1173)","(936, 1243)","(867, 1244)",0
picture1-12-18.png,"(867, 1244)","(936, 1243)","(935, 1309)","(866, 1313)",0
